Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Switzerland,CHE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.661107554,7.348041013,2.366883858,3.759637987,2.270730861,3.034593759,2.193482388,2.790238352,3.458460488,4.60362131,5.409104818,2.124635046,2.322023975,1.184387207,0.737757509,0.281380796,-0.479120572,-0.197104887,0.03983231,1.356847618,0.975019315,-0.259305173,1.184539187,0.307391006,0.934409474,2.15741403,2.379530052,1.466799841,0.417726606,0.334528999,-0.032862903,-0.003765062,-0.02330848,-0.590356049,-1.204191107,-0.596719888,-0.374816491,0.748408212,-0.105744561,-0.502868266
Channel Islands,CHI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.909630979,3.892317592,3.301635531,4.382725567,4.353715494,3.797571335,2.504709657,3.278931607,3.336333251,,,,,,,,,,,,,
Chile,CHL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,6.568981591,12.94851643,43.82042735,47.93436207,38.84009537,28.58136081,25.14488754,33.46867015,40.16053256,40.57578593,17.67167165,87.59486369,414.810311,678.6084622,347.2012094,247.3085085,101.7736219,56.28464055,47.9776851,29.1176599,11.56885254,7.656347256,30.96367249,15.73753209,41.68190573,21.45489666,25.84841898,21.71788119,13.75603177,22.4709371,21.3909823,13.46437703,12.16441967,14.46398495,11.68071811,3.371361756,3.061631778,1.042537529,2.279442498,4.271839188,3.860901228,3.392072989,4.578857544,7.849482044,7.642888649,12.16220724,5.338018812,-0.053439049,4.654764991,8.962293747,3.112906925,1.130160918,1.976645267,5.906349057,4.953538064,4.469919283,4.782300305,2.360583375,1.949877289,8.358569693
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,15.25399374,-0.114964918,-2.62161065,-0.362038484,0.869780805,-1.562070833,0.813497276,1.363575754,-3.792528717,-2.61457045,0.665937398,0.074185618,0.208465019,0.277735673,-1.131175156,-0.106286227,1.093771778,1.675142496,3.600054772,3.751777057,2.357871421,-0.14035509,1.156795262,4.944162713,10.20939904,4.669020797,5.082516468,12.1076615,8.602465134,5.711224169,6.71453696,8.190323021,15.18586451,20.61698881,13.6656964,6.506730636,1.616568742,-0.900251629,-1.263058939,2.062792614,2.047049457,0.602099078,2.603177719,6.95199268,3.903744269,3.926549397,7.749686493,7.795346037,-0.209533361,6.881380253,8.075684467,2.331217576,2.163370027,1.031063688,-0.002944094,1.407346027,4.232681975,3.499747636,1.287452077,0.625194188
Cote d'Ivoire,CIV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.990063464,3.004819815,3.013917156,2.906177951,3.078867804,0.041603225,1.227751834,5.793799978,1.853917847,2.990848311,-0.941093871,2.511616428,13.22796897,26.69417134,4.313953661,18.22297325,28.75129183,4.433304639,6.541397131,24.14367711,2.976991159,8.301317584,9.04678191,17.90989589,0.34365707,-2.020404837,-4.075206805,-0.380926013,-1.012406525,-4.523273544,0.66348927,-0.023837136,6.154194292,46.38606943,11.04378986,56.28377627,3.921474199,5.387361397,-0.775911931,1.60101729,6.875968799,4.582137346,3.278120698,-2.503357525,1.215134942,1.359538255,3.088549449,5.372933484,1.207779296,1.516217924,5.709320498,-0.404098359,2.876730428,4.407332356,4.775682374,-2.090361448,-1.837601637,0.634843913,0.200492127,0.974545188
Cameroon,CMR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,5.064449087,3.109959068,-0.264119025,4.421033326,2.752431713,0.188376712,23.62918508,5.750729915,5.301961404,7.884003357,3.440124686,7.976383458,6.529533041,10.65609286,5.990072825,19.67444351,5.884773834,3.409806634,12.85276675,14.24589465,8.800193826,12.48195145,12.76307193,13.55219179,11.18712788,0.179235687,-2.39230915,0.813898666,-1.819083163,1.643098431,3.568713529,-1.277671029,55.75537937,5.882472347,6.634514037,0.410559081,6.163811055,1.065869878,2.187788501,1.531562958,2.469358915,2.774492854,1.952914447,0.139487831,1.357141959,2.299674979,0.49070804,4.940536806,3.603515189,0.688187081,2.589044241,1.942285369,3.053459169,2.014212634,0.309791672,0.661808978,1.025141161,1.896991621,1.169771822,0.549999976
"Congo, Dem. Rep.",COD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,6.099478161,21.24077197,87.8492013,3.547977555,38.95212151,4.973820599,58.57441034,59.88278485,17.73106183,-2.8369489,8.203696789,10.18139846,17.88704949,18.23832299,12.26541798,57.39542838,37.27164873,28.41429852,101.7700362,51.40755417,33.23022211,43.48528356,78.2154729,89.60322156,25.81090939,28.45325651,73.76739789,91.58618549,110.262248,108.9553071,2338.44967,3855.307641,1657.641589,26765.85825,466.4073586,638.1888243,192.6428345,26.93537636,441.9024919,2630.122674,73.05971136,31.71946123,13.41545352,6.365458263,29.86954662,13.32522538,20.27146498,20.46531662,32.65792915,20.78632515,13.79166011,5.939992212,2.771291418,0.993630667,-1.155878594,4.349228941,43.06865977,29.83589587,4.006128548,6.736295743
"Congo, Rep.",COG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,6.293956695,4.253819911,7.773897181,3.855943212,3.025485411,10.02735829,5.516052309,-1.044731794,2.996893422,3.710455212,8.313018622,7.427774078,7.838578679,8.113741281,8.304804542,8.675751333,14.52453145,-0.828343082,17.10159787,20.14400854,27.78912692,6.044738166,6.338371528,12.11139462,2.498540154,-29.17266248,7.626521578,-6.226352985,12.74406018,-1.029068272,-1.480635695,-1.569268413,-1.130828611,36.75282565,3.39592951,17.99192403,4.964517682,-18.22208966,29.35534193,47.04008308,-13.92520817,-1.73892756,-4.25153692,16.80723831,32.49873951,11.38030176,6.740117133,16.26920343,-21.16523311,29.41768379,10.95332551,11.36409024,-1.104562191,-6.559909846,-17.59471155,-3.437642921,11.25357757,23.81107853,-1.526592853,-14.73744117
Colombia,COL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,8.229368251,6.64803608,23.22061954,16.33987941,8.60447945,15.12734732,10.73018353,8.472375962,8.444657588,11.88580424,10.80740058,12.97231078,20.16109939,25.37715,22.80696312,25.45755817,29.15281707,17.09993136,24.04062554,27.61593604,22.7658773,24.76645731,20.4025757,22.1802267,24.88350804,29.16892637,23.37693652,27.75005624,24.68581614,52.33610317,27.00577404,22.66438495,24.84157828,22.09637826,18.85095726,16.86837879,16.83985293,14.77304541,12.62294083,33.67537051,6.518448292,5.968190573,6.829014842,7.283033407,4.753196107,5.807660873,5.202033812,7.677382915,4.064225467,3.804860291,6.386803373,3.616655063,1.907676432,2.235632376,2.449328421,5.148334305,5.1337359,4.630579673,4.010719494,1.406904409
Comoros,COM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,14.56751926,6.529705855,15.20746622,6.159663699,7.071354759,7.392276304,3.22322042,1.937306187,5.960655248,2.1759123,8.118905144,-6.76452931,2.832823707,9.416919269,8.320974495,3.198700339,0.92436655,1.346654371,5.811360423,-4.460024513,8.629983989,4.170655917,5.111829176,3.388361732,0.315881658,3.110763709,3.544922696,3.109219935,1.025797096,1.653439517,3.088906425,4.238289109,1.71941432,0.841613609,-0.492155633,1.714756974,0.402552901,1.835595347,4.000174627,1.6625489
Cabo Verde,CPV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,9.57797518,17.39334871,10.56381811,8.766593894,3.666657855,17.69339592,6.962385149,5.411607871,3.584859041,2.345310322,4.792418971,-4.115844926,49.35408686,-29.17246227,-1.546899309,-0.546135948,-0.835291428,-0.335990483,7.612078194,-7.901103461,5.15533505,-0.363208944,4.921099761,-6.332546974,-1.794883198,4.63977092,8.751419016,3.545932648,2.174621123,0.505086042,2.676410906,0.552996041,1.42841089,-0.146774194,1.736266164,-0.231686837,0.685148447,1.52382748,0.562980597,-0.862089799
Costa Rica,CRI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,0.516213592,3.16880592,-0.065790711,2.25117672,0.634499413,2.049118211,2.277800696,1.99252867,4.568061555,7.317473462,2.443549721,6.413089167,14.84042114,23.21302672,24.54088981,16.6017817,16.93877814,7.90848153,9.14996822,18.82958041,41.10214861,84.1718894,28.93150769,16.69450631,20.54521466,18.04992352,10.14438327,18.83927343,15.24831945,18.5479003,64.77468662,19.72885314,10.43557217,15.67047734,21.23624379,15.07506683,14.67989293,11.93819493,11.02947135,9.389713552,9.720937906,9.786886282,10.64823699,13.35034943,13.01332544,12.98431049,10.51678595,11.42378578,9.701330918,6.628844862,4.593225141,4.733633014,4.590211679,6.20692042,3.955215397,1.958764802,2.858883728,2.192478428,2.178618415,0.20443154
Caribbean small states,CSS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,4.609523614,3.310624488,2.949616541,3.089864624,5.063903656,6.36318855,14.67627088,25.44762532,16.17321747,2.705323917,11.11841614,8.094919028,11.50192962,12.41590354,7.355999414,5.766828687,5.664288659,6.01070714,4.450868453,4.582578542,7.337770192,4.498859354,6.823577751,5.073711046,5.482320348,4.056028094,1.990850299,3.595976397,3.053150632,2.673084511,1.493699769,2.800181585,2.536389911,1.11583405,2.144176943,1.019333488,1.154479107,3.839149638,5.056845759,4.632587859,6.324984575,2.700397675,0.318436532,3.81816146,2.270174384,1.989406384,2.385974395,1.583687158,3.004190214,0.897726319,2.109123518,1.071526481,2.664242428,-0.416734719
Cuba,CUB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,11.85718281,6.958653746,3.251543959,11.85888112,4.329206231,0.523193934,-4.193924373,9.321215047,2.928014019,5.395328573,-2.536947713,-2.227549547,1.596603887,2.584389776,-2.157535174,-3.914061042,0.610485387,1.233220406,0.624843951,5.261274572,-7.387843457,3.745721344,18.97549184,26.28203172,10.50866723,-2.671616863,-1.352587109,1.299105175,3.789095967,1.741163593,0.454939112,4.533175759,2.973510543,0.605978559,0.380080729,10.3655612,3.589775462,-0.344532567,0.634175021,1.202048529,4.323767132,2.914057805,2.65783024,3.463247464,3.439604236,4.32669085,4.1151863,1.031341929,3.546998699,16.55475569
Curacao,CUW,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.789997804,0.410001346,1.620001745,1.37999927,4.099999811,3.130001384,2.999997693,6.900001237,1.799999166,2.780000595,2.332999953,3.183998769,1.332300994,1.498700173,-0.482998502,0.047197531,1.585501326,2.584624534,2.655203205,2.558729122
Cayman Islands,CYM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.072848534,3.047727495,0.610375781,-0.206405838,-0.460452988,1.261413171,1.378203316,0.886728378,0.341900568,1.000089839,1.986800764,2.590650568,3.529119761,0.99974536
Cyprus,CYP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,8.028744407,8.896885736,11.07304426,13.13670498,14.15334345,12.38885231,10.35260037,5.044604104,8.181919733,5.667708629,4.150668939,3.861848708,3.193692658,4.751743926,5.433124951,3.88800616,6.041382276,4.803132987,5.270982343,13.59780684,2.641011122,2.236907357,1.965679711,2.301992019,2.74340599,3.660304745,0.296405182,5.387673986,2.709268188,2.019495113,3.086230037,4.138208469,4.734840121,0.263119072,1.880282357,1.61710658,1.675270124,-0.945904602,-1.333778547,-0.754048101,-0.572261904,1.038442846,1.003866522,1.12289749,-1.184871092
Czech Republic,CZE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19238838,12.35726257,21.00880289,12.34196664,8.821120813,9.905093928,8.311507149,9.807963686,3.041796274,1.842133728,4.889284958,2.724349395,1.292722631,4.049045319,0.09494427,0.654105321,3.540381807,2.009581237,2.587820681,-1.425313992,-0.020571958,1.450921071,1.364704738,2.578536316,0.99227616,1.141450601,1.306944317,2.568094546,3.889772042,4.395392657
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,7.621336524,4.5318571,6.299513718,7.275290303,5.666623539,3.306194528,3.100718202,3.545841897,4.278140656,5.451189389,4.175238788,4.581058532,2.807938539,1.989146342,2.124725708,2.999543115,1.279663554,1.690461277,2.879066827,3.39664345,3.08507976,5.306196642,3.88366392,2.051608029,1.981324649,0.602279503,0.272816322,0.688465401,0.343135142,-0.489389005,1.30499491,1.378125824,1.321253524,1.115595867,0.405207332,0.397281155,1.770273207,0.909330422,1.841891638,0.645275771,1.069483745,1.496488838,1.959391683,1.877939854,1.853678824,1.327752223,1.503738989,1.974717161,2.055056553,1.596822656
Djibouti,DJI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.262304414,1.893052048,0.447088262,0.26358885,1.006632837,2.393112338,1.291335181
Dominica,DMA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,12.66952716,17.9587702,16.70987411,1.757962629,4.714872745,7.459474744,6.177908566,7.934208583,5.641478955,5.693870048,4.498859354,8.40741174,3.208355326,7.650728195,4.386876591,2.679710499,7.639527025,0.783933917,3.264948082,1.444868204,2.540112932,2.536389911,-1.782730606,2.084345371,0.790588617,-3.119272981,3.792006514,-1.448227844,2.367080499,1.525048634,1.508378116,8.003913875,0.296969745,1.685321882,-1.961543346,3.566486867,-0.048581206,6.821103882,3.907357284,-3.204970871,3.627455662,3.245764154,-1.132770684
Denmark,DNK,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,4.454220736,5.632591484,7.161901952,9.031344516,7.445787035,9.601149683,10.6203008,13.26644296,13.3558083,9.380088488,8.875873973,8.954735348,7.068544932,8.810549597,10.69395761,10.14453619,7.385840522,5.959390666,4.290953964,2.315585946,4.75468875,3.944579025,4.965285147,2.602447219,2.659452744,1.655911087,0.579917804,1.565502359,1.282390629,2.014183625,2.013919571,1.232142859,1.684753725,3.017974288,2.518414226,2.347647464,1.481829809,2.095733093,2.906424049,2.076179572,2.432280585,4.134692969,0.529022254,3.224072874,0.638643468,2.375183628,0.888170882,1.032108578,0.433060802,0.254595167,1.184661612,0.747856838,0.742103117,2.612958681
Dominican Republic,DOM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-0.417940394,7.640188931,7.190403125,2.106255913,-1.05685934,-2.35871004,1.786307542,4.032527887,2.830483906,2.111706325,1.184239425,8.027382235,4.506396753,17.70917739,16.94678889,2.867251449,10.57635585,1.048058864,11.11078412,13.88440442,7.242219267,7.512025239,6.596398252,24.18429047,38.36728914,9.387271077,14.42294875,43.53587149,23.60881042,50.45926308,102.9614412,5.568290059,4.983763062,10.13587567,9.652386002,3.669736843,9.451332812,6.504701252,3.834154402,7.207762797,6.040738836,6.920668849,33.46154066,45.16631005,5.781251843,6.641244773,7.636627437,10.39168751,3.498146566,5.443413315,8.060755175,5.098181545,4.692819142,4.321288938,2.471885977,1.993678465,4.181375034,4.121489687,2.525618656,4.72350402
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.471720285,2.351279051,0.549331891,1.695182816,1.501331458,1.817814542,1.312041019,3.142056297,1.921084544,4.940445732,17.15196385,-4.606461017,9.627611644,48.89659042,5.914022109,10.84059272,11.92709942,10.08512107,13.98783792,25.86203876,14.35399949,1.939794207,6.804795888,8.433505562,4.972526402,2.405343253,8.842020422,9.060963477,16.01137352,30.25959854,53.78860417,21.92611452,13.62442466,29.07764732,28.57703753,24.02190407,7.001963048,-3.131088697,10.85633631,22.67800919,-0.47340196,1.320427849,8.330733637,12.24763194,16.12535042,10.54670428,6.39533725,15.31058101,-11.16161545,16.1199809,18.22801225,7.458336524,-0.093304378,-0.300580435,-6.455650413,1.548880549,6.390654712,6.862936667,-0.46802491,-5.508487674
East Asia & Pacific (excluding high income),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,6.218122872,5.91038721,6.514383335,4.418939807,2.891936389,7.819157354,8.496710422,6.282702487,7.842954438,7.369957261,7.288856258,6.490654767,7.738584157,6.691270001,5.548389146,6.132445798,7.755831942,5.928048185,4.488493398,3.624905529,4.231091815,3.245532103,5.528081138,5.993786137,4.867661336,5.329141752,8.45943765,2.132272989,5.468446828,6.439175562,3.698913086,2.137303142,3.038474769,2.067304233,1.617660126,3.451708979,3.302950738,1.693698368,1.465949986
Early-demographic dividend,EAR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.687999993,1.524179796,2.949295656,2.685892055,2.974351626,4.134426126,2.621119967,2.415383587,2.735137722,3.708353022,5.32484105,6.576831991,15.30147354,21.71062296,11.93375313,10.4400609,10.86999422,9.356153125,15.06611428,14.91540189,10.07733958,7.512025239,7.998907489,9.908621738,7.193785446,7.475419773,9.581537065,9.796055394,8.996390742,11.99575008,13.23208833,8.944220834,10.84176181,10.97042674,9.767215566,8.788257132,7.196131908,7.151938713,6.837045118,7.993446741,5.618862266,4.755219574,5.539337447,7.765278535,7.085416129,8.842436716,7.115350543,11.05004369,4.75628605,6.137528824,8.200847093,5.893274544,4.039790894,4.231413134,2.835086218,2.517845936,4.292678122,3.74065383,2.525618656,2.90669985
East Asia & Pacific,EAS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,5.959669634,10.78600572,12.6506776,9.529412753,6.918343384,5.878580702,6.627155037,3.985435446,3.910990585,7.497125854,7.328015616,6.065125847,6.102352767,6.412953732,5.812316319,3.734077442,6.321229487,3.633419553,3.679903385,4.003285763,3.413641252,3.078638999,2.849913455,2.646541004,3.033139646,2.62846687,3.186395861,3.903744269,3.994280954,3.164289754,7.795346037,2.437842289,3.602984573,3.897897005,3.430979133,1.778745892,2.467466784,2.522468165,1.575568028,2.92688261,3.15980891,1.693698368,1.241975473
Europe & Central Asia (excluding high income),ECA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2296808,930.4448676,973.2776166,629.8026033,160.8886735,44.00228391,18.07379546,12.01201777,26.50114375,23.46454819,11.14508342,5.861243823,10.02964936,8.8419007,8.640393854,10.6775975,13.35697077,14.03086674,3.938027582,7.768715481,8.714229877,5.345804418,3.395480966,2.585382937,2.946785657,3.32208191,5.349815088,3.926155289,3.949387891,3.102320561
Europe & Central Asia,ECS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.133089958,5.566923718,5.402444426,8.246788915,9.078401373,7.376430045,7.277627631,9.319634395,4.523041244,6.212005404,4.714697625,3.344828445,4.182471687,4.027969482,3.647476274,3.453574693,3.63555355,3.208756666,3.561261637,4.263766563,5.148243571,1.841891638,1.886180109,2.753789505,2.322773765,1.568079347,1.393854026,1.272148017,1.324315587,1.844986624,2.075572482,2.127330238,1.982207473
Ecuador,ECU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-11.32044297,-9.993765308,17.68542543,14.52778133,2.9945783,2.117153971,0.47318746,-0.775245445,15.14820258,-13.93638063,-9.478970323,10.1496458,7.197484165,52.47955888,5.575828937,9.493713596,19.36071807,2.289897244,14.61446095,21.63569219,15.49144586,-9.182174017,-13.64482526,-3.921354917,-2.440139639,-13.6904244,-8.701013985,-11.6138012,5.367978414,5.813629203,6.889320383,4.303229428,2.64177089,15.00871935,5.222553228,1.490154815,7.006173042,-3.782679235,-26.29999283,-7.714066764,28.41427846,12.08527442,10.59308704,4.261845701,7.732711011,8.000910822,6.650502273,13.8473189,0.655537559,7.46507997,5.662656747,4.985253061,3.095049013,3.030703069,-2.491020758,1.901646775,1.946398244,1.818873571,0.495450028,-0.923994281
"Egypt, Arab Rep.",EGY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.609971436,0.396026871,0.915371107,0.862295142,5.464557677,2.751197621,2.832013294,1.801431153,0.806310205,12.51617369,1.326729701,3.39909362,7.352615042,9.424979918,9.663879252,11.53327899,12.33791714,9.547621691,23.49986564,12.43086652,-2.198235385,24.73085897,12.71186441,8.247452608,11.57604176,12.87517165,12.46937254,13.41755434,19.13740485,17.74305137,16.12527118,18.35078068,8.429105395,8.448871559,11.3997415,7.107667444,9.876277431,2.377681489,0.91943542,3.94440699,1.867699847,3.165579065,6.777493605,11.66990834,6.212729509,7.359977727,12.59573982,12.20398447,11.18554227,10.10686463,11.66297635,19.48287747,8.712674574,11.2476245,9.930889729,6.245663136,22.93255423,21.42622592,13.62256757,6.221218398
Euro area,EMU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.624274318,3.934306333,4.188868223,5.238375363,4.13760517,4.40492928,3.220596753,3.517347198,4.641788271,6.357323166,6.204374575,6.80497331,9.466276751,12.89565345,13.12001873,11.48245145,8.836021634,8.366640309,9.307636907,12.03975273,11.66288945,10.58198665,7.504559309,6.723400266,5.20145984,4.450422526,2.753665441,3.193546996,4.774600644,3.273846644,3.233961708,3.641744998,3.993231923,3.542377327,3.42861723,2.641011122,2.619543683,2.566663983,1.536128447,2.74340599,3.474752601,3.27434188,3.147807929,2.670183681,2.240319557,2.899074419,2.556637015,2.858074061,0.533179398,0.645275771,1.607176983,1.675270124,1.281332227,0.833592064,1.03644083,0.864382928,1.299554832,1.812996752,1.754070579,1.284524365
Eritrea,ERI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.383170627,10.43214769,9.810040354,9.074834889,3.897151791,9.109172939,2.318561492,24.97759475,15.07726958,16.14866736,21.87284176,24.79928568,7.623689359,11.39400395,7.288208261,16.0762201,29.50450714,-16.2281997,19.53822815,,,,,,,,,
Spain,ESP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.466389754,6.095841623,7.84537469,6.254319615,9.164866647,8.17374336,8.537719088,5.911130109,5.133250642,9.065228205,7.846024246,8.51792321,11.84959455,15.94511228,16.78178174,16.48992166,23.38307008,20.63104172,16.93163099,13.35482705,12.35119267,13.58232329,11.88424553,10.86473336,8.595479689,10.87881668,5.944198127,5.936126274,6.896194133,7.326251103,6.935139701,6.710770932,4.537241405,3.879841848,4.933129864,3.460128686,2.355901058,2.566663983,2.541171038,3.329704778,4.10828642,4.084599751,3.933545203,3.882162829,4.10104389,3.979585314,3.416447158,2.254248002,0.143905294,0.153388675,-0.019750748,-0.11455774,0.398439553,-0.223368485,0.54555601,0.322898794,1.299554832,1.245255115,1.304657166,1.103930714
Estonia,EST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.53948445,9.922472833,6.894504691,6.461017543,3.684706449,6.800473037,4.857663032,3.88861391,4.690469369,5.923749595,8.978579461,12.35838818,6.802523429,-0.388681743,1.822352304,5.473736785,4.072175623,4.03124999,2.915613323,1.03644083,2.187309907,3.590365015,4.024454151,3.188931533,-0.294903106
Ethiopia,ETH,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,4.270531508,2.70287832,-2.733979944,31.78776318,-5.273155454,-6.119491996,3.105503713,5.584731902,3.271374608,19.08429007,15.53222614,13.37686413,2.931081729,12.70636909,0.239137921,0.206655563,-0.150146834,2.222722965,9.464718955,-5.75533534,-3.621434213,12.76797833,3.911362456,9.875511911,11.5523498,17.22057948,30.31167308,24.14641529,1.444572317,20.06187508,33.54140502,4.901979299,10.98178829,10.83654278,10.39792554,6.676855083,12.38229481,12.86039682,18.24389172
European Union,EUU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,7.110288234,6.97316509,9.466276751,12.89565345,13.3558083,11.33408754,8.886379854,9.116913327,8.124095015,11.70172362,10.69395761,10.14453619,7.385840522,6.379271579,5.186330344,4.150668939,3.051469898,3.193692658,4.965285147,3.39664345,3.764938846,4.368115486,4.670187196,3.552108823,4.563178842,3.783557833,3.885207635,3.35143703,2.541171038,3.329704778,3.660304745,3.27434188,2.189415781,2.709268188,2.543103888,2.899074419,2.966345493,3.23523528,1.67883896,0.929440948,1.61710658,1.675270124,1.279987054,0.982645555,1.03644083,0.874115426,1.464064024,2.002209227,2.199603922,1.596822656
Fragile and conflict affected situations,FCS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,4.938268289,5.553683676,10.43390321,12.85375527,9.460989247,10.94633765,9.650426643,9.058308303,12.85276675,14.50165303,11.49999135,8.334220383,7.799984611,11.26651678,5.152101284,2.453880546,7.407941445,7.85467684,5.960655248,7.602112651,7.982051338,7.344814189,10.5597549,22.73192415,10.67900557,9.978070175,6.74280832,5.95426721,7.442196773,10.14774081,6.554118436,4.170655917,5.325583311,6.322026185,9.230198177,7.426002797,7.068196035,9.14933061,1.41633931,6.391811863,8.755483679,5.916633378,2.873835861,1.601439368,2.348494719,1.314572399,4.46763841,5.13232621,2.618691218,2.576474501
Finland,FIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,5.341778022,3.973944989,5.146610108,7.17576839,5.02328994,4.723843626,7.362064371,12.06376651,4.150325901,7.600017692,7.364102435,8.244071578,13.77203949,22.07139732,13.56799005,13.12468175,9.418664286,7.454189313,8.304981738,9.635582501,11.63380643,9.051795529,8.190430709,8.442395282,5.216589336,4.750176113,4.284084067,7.683148335,6.530139354,5.195402427,1.511766069,0.887746784,1.765901232,1.845410957,4.201113189,-0.078275966,2.080421771,3.097937532,0.927035885,1.637831432,3.303380889,0.944264298,0.189923706,0.602661249,0.928941215,0.920723415,2.753280703,3.037236772,1.773905221,0.322930666,2.62353335,2.97397234,2.55829451,1.631623337,1.616746497,0.087425458,0.819262897,2.002209227,1.495412396,1.242272406
